Business_Name,City,Latitude,Longitude,Est_Monthly_Qty
Gaurangi Mobile & EV Repairs,Hyderabad,17.385331036734357,78.48271539654365,105
Vasudha Mobile & EV Repairs,Kochi,9.951807538596473,76.22151921294612,55
Kashvi Mobile & EV Repairs,Kochi,9.90584377400331,76.24734203635455,184
Yug Mobile & EV Repairs,Bengaluru,12.956165050028213,77.63929093516977,111
Yashica Mobile & EV Repairs,Bengaluru,12.97573095583467,77.58333511873153,67
Saanvi Mobile & EV Repairs,Kochi,9.936925207481343,76.28254002684574,115
Yashoda Mobile & EV Repairs,Chennai,13.061175265880465,80.30545399341037,109
Vidhi Mobile & EV Repairs,Kochi,9.979442944976856,76.28287651922379,117
Isaac Mobile & EV Repairs,Bengaluru,12.9416067774268,77.55863531899905,183
Mahika Mobile & EV Repairs,Hyderabad,17.375881260673,78.46002068218739,102
Ansh Mobile & EV Repairs,Kochi,9.935945795594371,76.3102571820214,82
Simon Mobile & EV Repairs,Kochi,9.901563811617654,76.26919772208564,145
Yatan Mobile & EV Repairs,Chennai,13.098718465507963,80.23721688527812,107
Hemani Mobile & EV Repairs,Hyderabad,17.380041752962043,78.48692784755953,128
Ubika Mobile & EV Repairs,Hyderabad,17.434197029273975,78.48998081254341,100
Deepa Mobile & EV Repairs,Kochi,9.88191531583118,76.30901289906457,189
Hredhaan Mobile & EV Repairs,Kochi,9.94326748637375,76.23757734364033,77
Panini Mobile & EV Repairs,Kochi,9.918107574794416,76.31335440102622,133
Faqid Mobile & EV Repairs,Hyderabad,17.340582180170152,78.47053880723551,110
Hemal Mobile & EV Repairs,Hyderabad,17.36774240104272,78.52611627201333,36
Nilima Mobile & EV Repairs,Hyderabad,17.404535514296033,78.43675509866331,21
Wakeeta Mobile & EV Repairs,Hyderabad,17.338391360352944,78.43843584076139,97
Nandini Mobile & EV Repairs,Chennai,13.064432115642726,80.24665706414905,50
Udarsh Mobile & EV Repairs,Bengaluru,13.00574930128602,77.57313595154667,61
Zaitra Mobile & EV Repairs,Hyderabad,17.36797942480454,78.44875757355031,36
Gavin Mobile & EV Repairs,Kochi,9.904191218880468,76.31632830980412,127
Omaja Mobile & EV Repairs,Hyderabad,17.349636927986495,78.50192020421689,129
Ekapad Mobile & EV Repairs,Bengaluru,13.018029280683157,77.58681361692882,93
Arya Mobile & EV Repairs,Kochi,9.921159047297614,76.25878054095479,179
Chavvi Mobile & EV Repairs,Hyderabad,17.41091592895328,78.5313579811438,152
Mugdha Mobile & EV Repairs,Kochi,9.946801051722193,76.26008217092935,154
Mekhala Mobile & EV Repairs,Bengaluru,12.955515734978471,77.5916783579895,135
Urvashi Mobile & EV Repairs,Bengaluru,12.930744991486584,77.54878180736266,177
Sai Mobile & EV Repairs,Chennai,13.046545584613408,80.2504068892265,189
Gauri Mobile & EV Repairs,Chennai,13.034445944769315,80.2587757417579,107
Mohammed Mobile & EV Repairs,Hyderabad,17.339495823929163,78.43906993427049,75
Libni Mobile & EV Repairs,Hyderabad,17.40649768359194,78.48679499986443,137
Inaya Mobile & EV Repairs,Bengaluru,12.98586659247208,77.60966425992264,71
Alexander Mobile & EV Repairs,Hyderabad,17.360916775412033,78.505111258839,141
Anvi Mobile & EV Repairs,Hyderabad,17.340278458183043,78.4536278292038,92
Yatan Mobile & EV Repairs,Hyderabad,17.357675943304592,78.4627867249306,83
Wahab Mobile & EV Repairs,Kochi,9.937077951647577,76.24998787297007,38
Sudiksha Mobile & EV Repairs,Bengaluru,12.922460119683583,77.6195953790499,57
Kashvi Mobile & EV Repairs,Kochi,9.923545806205642,76.24643624172533,142
Reyansh Mobile & EV Repairs,Chennai,13.102862345725438,80.22160030774337,101
Inaya Mobile & EV Repairs,Hyderabad,17.35808431607884,78.53228442999952,102
Sanya Mobile & EV Repairs,Hyderabad,17.399656079716443,78.46003684176655,107
Aarnav Mobile & EV Repairs,Bengaluru,12.947583130121508,77.63047385343938,139
Chakradhar Mobile & EV Repairs,Kochi,9.933206040255344,76.2430183067578,75
Divya Mobile & EV Repairs,Hyderabad,17.349328091807127,78.51713052101206,172
Advik Mobile & EV Repairs,Kochi,9.889080156267955,76.2382288302441,198
Mohammed Mobile & EV Repairs,Bengaluru,12.981565497168283,77.54476849325394,76
Pooja Mobile & EV Repairs,Chennai,13.124502276114562,80.29326718919987,23
Rayaan Mobile & EV Repairs,Hyderabad,17.36616719038529,78.45343567262906,176
Chaitaly Mobile & EV Repairs,Hyderabad,17.403385582717075,78.46390734935646,128
Hiral Mobile & EV Repairs,Chennai,13.095315768303545,80.28532386308989,151
Christopher Mobile & EV Repairs,Chennai,13.084273357054334,80.23024235284447,75
Udant Mobile & EV Repairs,Chennai,13.095319623344833,80.27607759385523,165
Jairaj Mobile & EV Repairs,Chennai,13.131459788170678,80.26157844007196,28
Tanvi Mobile & EV Repairs,Hyderabad,17.409279397876695,78.45599521552258,121
Gabriel Mobile & EV Repairs,Kochi,9.981158183796357,76.22743168272339,71
Noah Mobile & EV Repairs,Bengaluru,12.996926521959994,77.63687726810177,191
Yash Mobile & EV Repairs,Bengaluru,13.004733074298532,77.60311886837978,162
Harshil Mobile & EV Repairs,Chennai,13.107569474138591,80.31096909130389,41
Megha Mobile & EV Repairs,Bengaluru,12.985333881421296,77.56444893254007,41
Reyansh Mobile & EV Repairs,Chennai,13.08587623364516,80.28491465098476,55
Adya Mobile & EV Repairs,Bengaluru,12.962875922293794,77.59245997892316,197
Falak Mobile & EV Repairs,Hyderabad,17.399140090035058,78.48944671267232,133
Robert Mobile & EV Repairs,Hyderabad,17.354916362894908,78.49099516994696,39
Kashish Mobile & EV Repairs,Kochi,9.946612406339705,76.26894430280626,58
Dhruv Mobile & EV Repairs,Bengaluru,13.011257799862046,77.59732518377334,55
Advika Mobile & EV Repairs,Bengaluru,12.999310193237825,77.6012233931209,121
Banjeet Mobile & EV Repairs,Bengaluru,12.984805832456106,77.59595071687234,167
Ijaya Mobile & EV Repairs,Bengaluru,13.016096458518687,77.56129366081896,99
Vinaya Mobile & EV Repairs,Bengaluru,13.010905220616133,77.61114639052099,28
Jackson Mobile & EV Repairs,Kochi,9.969878740060828,76.30304568697554,80
Timothy Mobile & EV Repairs,Chennai,13.118820255834612,80.30558428446457,33
Radhika Mobile & EV Repairs,Kochi,9.893198159448918,76.31079095357693,192
Yatin Mobile & EV Repairs,Hyderabad,17.33558396325703,78.51815520251597,115
Neha Mobile & EV Repairs,Hyderabad,17.349233824882198,78.46458964203507,165
Advay Mobile & EV Repairs,Chennai,13.059130354246477,80.30540468323474,123
Deepa Mobile & EV Repairs,Kochi,9.90556321943868,76.22562091384349,115
Chanchal Mobile & EV Repairs,Hyderabad,17.393677408990374,78.52827253091935,57
Champak Mobile & EV Repairs,Chennai,13.050246962837889,80.23610788042524,179
Ekapad Mobile & EV Repairs,Hyderabad,17.39251739803832,78.51352782223124,108
Bhavya Mobile & EV Repairs,Kochi,9.898721318385402,76.22347512982972,23
Udarsh Mobile & EV Repairs,Kochi,9.936679319520513,76.2498652380974,37
Fariq Mobile & EV Repairs,Kochi,9.939465688078597,76.27289281350781,98
Ranveer Mobile & EV Repairs,Hyderabad,17.403426515062204,78.50366908225556,46
Leena Mobile & EV Repairs,Chennai,13.130166270371856,80.29233877130454,58
Zayan Mobile & EV Repairs,Hyderabad,17.361195532277303,78.47440277734,140
Veda Mobile & EV Repairs,Hyderabad,17.363037178164184,78.5166106845886,81
Omaja Mobile & EV Repairs,Kochi,9.897581732096059,76.28284470539027,56
Sai Mobile & EV Repairs,Kochi,9.929693704736968,76.30186106061059,165
Harrison Mobile & EV Repairs,Chennai,13.053587790845764,80.22428385008241,123
Harinakshi Mobile & EV Repairs,Chennai,13.12336412714483,80.26815991832567,190
Brinda Mobile & EV Repairs,Kochi,9.91886849689139,76.23467123769814,35
Aayush Mobile & EV Repairs,Chennai,13.129319300449314,80.22287901028062,45
Sanaya Mobile & EV Repairs,Kochi,9.939425516711443,76.31199452082708,103
Eta Mobile & EV Repairs,Bengaluru,12.991048009267347,77.56396283687033,124
Anya Mobile & EV Repairs,Hyderabad,17.385122499074757,78.47363359404547,166
Shravya Mobile & EV Repairs,Kochi,9.902870573137323,76.2498913348258,154
Gautam Mobile & EV Repairs,Bengaluru,12.940932059227167,77.58664769375389,179
Aarini Mobile & EV Repairs,Bengaluru,12.922455156175383,77.5775037404613,115
Nitara Mobile & EV Repairs,Kochi,9.979830211905268,76.31442695231163,188
Udyati Mobile & EV Repairs,Kochi,9.913180716224192,76.26116157486739,145
Balendra Mobile & EV Repairs,Chennai,13.046372883632818,80.26013503668524,147
Vedhika Mobile & EV Repairs,Bengaluru,12.941236926207544,77.58076005643635,31
Rudra Mobile & EV Repairs,Kochi,9.93758979054933,76.29247690549934,37
Jeevika Mobile & EV Repairs,Chennai,13.12263799541294,80.24462930496547,131
Aayush Mobile & EV Repairs,Kochi,9.93053274828702,76.25953445010714,124
Kalpit Mobile & EV Repairs,Chennai,13.106268827322214,80.30000890466776,133
Advika Mobile & EV Repairs,Kochi,9.936464461017906,76.21903537249855,35
Forum Mobile & EV Repairs,Chennai,13.077515961917213,80.28630219775583,69
Farhan Mobile & EV Repairs,Hyderabad,17.399510023009686,78.46623777765532,106
Pooja Mobile & EV Repairs,Bengaluru,12.965022227896284,77.63998684223176,137
Aryan Mobile & EV Repairs,Hyderabad,17.40980796334271,78.50698019575638,159
Zilmil Mobile & EV Repairs,Bengaluru,12.96119308710247,77.55328990537004,74
Anvi Mobile & EV Repairs,Bengaluru,12.938961566003904,77.54930196286954,194
Omisha Mobile & EV Repairs,Kochi,9.924512191419259,76.2692229218147,35
Ikshita Mobile & EV Repairs,Hyderabad,17.367865825678184,78.49384434126391,189
Timothy Mobile & EV Repairs,Hyderabad,17.39158298294988,78.50137752031914,103
Elijah Mobile & EV Repairs,Chennai,13.038347444551203,80.29302638676225,112
Anusha Mobile & EV Repairs,Chennai,13.05626155047951,80.3005405861809,58
Ranbir Mobile & EV Repairs,Chennai,13.036353757506268,80.2297481823963,173
Manbir Mobile & EV Repairs,Kochi,9.973634514931245,76.29521966895896,182
Kavya Mobile & EV Repairs,Bengaluru,13.01458147156238,77.56778655799324,76
Robert Mobile & EV Repairs,Bengaluru,12.972381945678096,77.57430375784784,145
Hemani Mobile & EV Repairs,Chennai,13.10384154167319,80.2964498642888,161
Rayaan Mobile & EV Repairs,Chennai,13.075778415975389,80.2748436920982,148
Vrishti Mobile & EV Repairs,Bengaluru,12.99067644894592,77.5498403469194,126
Sara Mobile & EV Repairs,Kochi,9.958034087874426,76.30025726630073,114
Qushi Mobile & EV Repairs,Chennai,13.04236295408041,80.2768474578207,101
Ira Mobile & EV Repairs,Bengaluru,12.99110988027038,77.57891836277982,69
Vasatika Mobile & EV Repairs,Chennai,13.071337943784043,80.22976970672364,57
Xiti Mobile & EV Repairs,Hyderabad,17.345944113610592,78.52995066220015,96
Rajata Mobile & EV Repairs,Chennai,13.083362798580021,80.29303783319382,172
Wridesh Mobile & EV Repairs,Hyderabad,17.337624782168078,78.44174040811016,173
Janya Mobile & EV Repairs,Kochi,9.892228252544076,76.21795033169975,30
Jagdish Mobile & EV Repairs,Chennai,13.084239523370888,80.2967767239578,156
Reva Mobile & EV Repairs,Kochi,9.888230204369096,76.26543659864836,153
Jhalak Mobile & EV Repairs,Chennai,13.03784234788224,80.27412746042997,104
Tristan Mobile & EV Repairs,Kochi,9.973680077742689,76.23593833129348,52
Rayaan Mobile & EV Repairs,Chennai,13.037287505739322,80.30483616584179,150
Charan Mobile & EV Repairs,Bengaluru,13.004695186613317,77.58673739154202,35
Vaishnavi Mobile & EV Repairs,Bengaluru,13.021000973862304,77.5795697947107,48
Kevin Mobile & EV Repairs,Chennai,13.091460873319173,80.30279747247263,108
Michael Mobile & EV Repairs,Bengaluru,12.960279293462047,77.59043866535497,148
Isaiah Mobile & EV Repairs,Chennai,13.04258015968801,80.22085183424797,59
Meera Mobile & EV Repairs,Chennai,13.12872208350771,80.2857689832042,48
Aarav Mobile & EV Repairs,Bengaluru,12.948749942401978,77.63585794903803,185
Samar Mobile & EV Repairs,Hyderabad,17.34333421961349,78.49327730014734,38
Zaid Mobile & EV Repairs,Bengaluru,12.9672705894541,77.56282185962112,22
Rajata Mobile & EV Repairs,Kochi,9.930518646601106,76.28691421482903,198
Vivaan Mobile & EV Repairs,Kochi,9.889629851759244,76.30603510288375,60
Damini Mobile & EV Repairs,Bengaluru,12.936298508818185,77.62389790450558,177
Vasudha Mobile & EV Repairs,Chennai,13.03645562025939,80.26680492955822,125
Nikita Mobile & EV Repairs,Chennai,13.117720436938507,80.23167683179418,47
Manthan Mobile & EV Repairs,Chennai,13.110914748455775,80.25827149701212,101
Harinakshi Mobile & EV Repairs,Kochi,9.97035021486173,76.27650118094543,102
Indrajit Mobile & EV Repairs,Chennai,13.083949886071913,80.23987984774556,95
Shravya Mobile & EV Repairs,Chennai,13.11112847602069,80.28294816634447,91
Tarak Mobile & EV Repairs,Hyderabad,17.367015059583654,78.51381021369146,33
Bhavya Mobile & EV Repairs,Chennai,13.059023850998948,80.24236268641955,70
Pallavi Mobile & EV Repairs,Bengaluru,13.012283485231107,77.62231954377498,190
Anirudh Mobile & EV Repairs,Bengaluru,13.019350232452831,77.61255616012083,51
Yochana Mobile & EV Repairs,Chennai,13.09172900554832,80.30042137020956,172
Chavvi Mobile & EV Repairs,Kochi,9.973875390838703,76.22722504938899,105
Zaid Mobile & EV Repairs,Kochi,9.886154381866115,76.21849056260469,63
Dalbir Mobile & EV Repairs,Hyderabad,17.398609701398545,78.52213134792126,147
Panini Mobile & EV Repairs,Bengaluru,12.956989157797674,77.56195880488995,80
Gabriel Mobile & EV Repairs,Hyderabad,17.366039728248367,78.46589063829356,101
Lohit Mobile & EV Repairs,Chennai,13.105462735446507,80.26206041382522,154
Upadhriti Mobile & EV Repairs,Kochi,9.93759889701336,76.27509949487067,157
Chatura Mobile & EV Repairs,Bengaluru,12.97518540806997,77.61511144949904,20
Raksha Mobile & EV Repairs,Chennai,13.051701943740845,80.23328270329597,41
Isha Mobile & EV Repairs,Hyderabad,17.37796559007129,78.52705049165785,60
Noah Mobile & EV Repairs,Hyderabad,17.38564220668987,78.44515540364452,115
Bakhshi Mobile & EV Repairs,Bengaluru,12.985282226792076,77.55822921490403,135
Chatura Mobile & EV Repairs,Hyderabad,17.39755128659876,78.46757755743475,53
Andrew Mobile & EV Repairs,Kochi,9.908138076589834,76.27149660835288,112
Anthony Mobile & EV Repairs,Kochi,9.922861095304494,76.2487024202777,50
Daksh Mobile & EV Repairs,Bengaluru,13.010471153422206,77.56073779729607,88
Chandran Mobile & EV Repairs,Chennai,13.09701585435501,80.24370193599948,154
Ekavir Mobile & EV Repairs,Chennai,13.10601072503984,80.28812166378641,192
Sanya Mobile & EV Repairs,Bengaluru,12.9919244296823,77.62753464291964,49
Varsha Mobile & EV Repairs,Chennai,13.057619719236511,80.29789132635143,61
Bhavna Mobile & EV Repairs,Bengaluru,12.981649666281246,77.56075998611239,32
Kai Mobile & EV Repairs,Hyderabad,17.422116507595735,78.48811914260402,143
Oscar Mobile & EV Repairs,Kochi,9.92678101658903,76.2787696609216,154
Luke Mobile & EV Repairs,Kochi,9.89139626300217,76.31509715877499,173
Nisha Mobile & EV Repairs,Bengaluru,12.95121120439242,77.59717589388512,86
Samesh Mobile & EV Repairs,Hyderabad,17.41929992653932,78.47681410821562,22
Falan Mobile & EV Repairs,Hyderabad,17.390479024259637,78.45469848829269,107
Saanvi Mobile & EV Repairs,Bengaluru,13.012461998549897,77.62562948374112,192
Gavin Mobile & EV Repairs,Bengaluru,13.003481916327047,77.56842916159599,85
Pratyush Mobile & EV Repairs,Kochi,9.882703735489951,76.24172298737406,128
Nathan Mobile & EV Repairs,Chennai,13.067601818243542,80.2815102298814,185
Anirudh Mobile & EV Repairs,Hyderabad,17.338402951601463,78.4990945208926,26
Ekta Mobile & EV Repairs,Kochi,9.936174394863464,76.23600436737472,100
Zashil Mobile & EV Repairs,Bengaluru,12.996244034020036,77.60380364648778,155
Kevin Mobile & EV Repairs,Chennai,13.097231592879561,80.25670733492912,184
Bakhshi Mobile & EV Repairs,Chennai,13.072770569947956,80.23792802864645,178
Sanya Mobile & EV Repairs,Hyderabad,17.43298024818046,78.53112686720529,175
Charles Mobile & EV Repairs,Bengaluru,12.93994830363076,77.60790714898936,33
Nidhi Mobile & EV Repairs,Bengaluru,12.997549706816095,77.61174313440233,128
Max Mobile & EV Repairs,Kochi,9.942809823028394,76.27223358745508,132
Harshil Mobile & EV Repairs,Chennai,13.081942941486519,80.2224197144012,76
Vedhika Mobile & EV Repairs,Kochi,9.945503780803598,76.23477051613496,162
Wyatt Mobile & EV Repairs,Chennai,13.037448878628847,80.24876384848605,31
Abhiram Mobile & EV Repairs,Chennai,13.121898470179712,80.2873845893205,197
Kabir Mobile & EV Repairs,Bengaluru,12.954231834712003,77.5552200084615,123
Nitesh Mobile & EV Repairs,Kochi,9.904321144051709,76.26443052470229,163
Eesha Mobile & EV Repairs,Hyderabad,17.41313323510075,78.5327364169623,156
Adweta Mobile & EV Repairs,Kochi,9.928115928763022,76.25381831662021,114
Amol Mobile & EV Repairs,Bengaluru,12.995616359759575,77.64129968397043,21
Urishilla Mobile & EV Repairs,Chennai,13.034131377697358,80.31455703337079,133
Unni Mobile & EV Repairs,Kochi,9.957936148577344,76.22038430159543,20
Charvi Mobile & EV Repairs,Kochi,9.9218485590076,76.24090015149743,149
Aachal Mobile & EV Repairs,Chennai,13.107587197547247,80.28312029529543,187
Garima Mobile & EV Repairs,Kochi,9.883387652205407,76.26649767848889,77
Anusha Mobile & EV Repairs,Chennai,13.072588289044726,80.2219560950138,178
Riya Mobile & EV Repairs,Kochi,9.953428380583471,76.23383054148839,175
Amol Mobile & EV Repairs,Hyderabad,17.396462499546114,78.46229607514643,29
Girish Mobile & EV Repairs,Chennai,13.100648053122493,80.31670275713408,172
Chandran Mobile & EV Repairs,Hyderabad,17.40063537421794,78.44172699012621,160
Charvi Mobile & EV Repairs,Kochi,9.925402745496847,76.31546963192665,109
Lopa Mobile & EV Repairs,Bengaluru,12.95282104586477,77.58887672446905,153
Krishna Mobile & EV Repairs,Bengaluru,12.96760884495513,77.56789464930613,158
Azad Mobile & EV Repairs,Bengaluru,12.989130699041347,77.5616551865973,56
Gagan Mobile & EV Repairs,Bengaluru,12.930321864959167,77.54557439648337,135
Jatin Mobile & EV Repairs,Kochi,9.897634677467659,76.3089339339936,104
Abeer Mobile & EV Repairs,Chennai,13.097210439811619,80.23542205271171,139
Wahab Mobile & EV Repairs,Bengaluru,12.999309152043404,77.56658533632175,56
Dayamai Mobile & EV Repairs,Chennai,13.098346003983796,80.29308816272926,64
Raksha Mobile & EV Repairs,Hyderabad,17.357273486207628,78.51955284986143,101
Upadhriti Mobile & EV Repairs,Chennai,13.044089504794286,80.2440590692215,168
Neelima Mobile & EV Repairs,Hyderabad,17.391506179959876,78.48034003674502,154
Jagvi Mobile & EV Repairs,Kochi,9.966928983214169,76.23034630915492,181
Garima Mobile & EV Repairs,Chennai,13.065994969700723,80.26675748487227,79
Vaishnavi Mobile & EV Repairs,Hyderabad,17.42868407369227,78.53084853807353,140
Yamini Mobile & EV Repairs,Hyderabad,17.386936764272605,78.52343553274437,118
Omkaar Mobile & EV Repairs,Bengaluru,12.937835011410641,77.54463815292728,128
Hredhaan Mobile & EV Repairs,Bengaluru,12.938514660648543,77.56306001035911,122
Wishi Mobile & EV Repairs,Chennai,13.069137999557157,80.23827250961767,168
Chaitanya Mobile & EV Repairs,Hyderabad,17.4217534830108,78.48731399097127,170
Ekbal Mobile & EV Repairs,Kochi,9.97083492403991,76.28365246787074,124
Eshana Mobile & EV Repairs,Hyderabad,17.349991835160353,78.49633246132092,123
Dalbir Mobile & EV Repairs,Chennai,13.08713230669841,80.26078854911135,110
Yahvi Mobile & EV Repairs,Hyderabad,17.41060843956511,78.46017854442114,111
Anmol Mobile & EV Repairs,Chennai,13.047619422946145,80.28669364772202,187
Dev Mobile & EV Repairs,Bengaluru,13.004567277435214,77.60715309471468,127
Ethan Mobile & EV Repairs,Bengaluru,12.958656070583856,77.63683180201254,134
Saanvi Mobile & EV Repairs,Bengaluru,12.96203606960355,77.57244961588493,33
Kavya Mobile & EV Repairs,Chennai,13.104983146289422,80.24589983208017,200
Varsha Mobile & EV Repairs,Bengaluru,12.940982097813151,77.57608838214992,115
Anjali Mobile & EV Repairs,Hyderabad,17.403590599019317,78.44622968183351,136
Gopal Mobile & EV Repairs,Kochi,9.915623889775201,76.2784395708325,122
Ekta Mobile & EV Repairs,Hyderabad,17.413800936068633,78.48565694896003,113
Zaitra Mobile & EV Repairs,Kochi,9.943128847361633,76.2745692622378,157
Praneel Mobile & EV Repairs,Chennai,13.04863077867326,80.31972448724926,92
Jeremiah Mobile & EV Repairs,Chennai,13.070329665938102,80.29582903313396,71
Urvi Mobile & EV Repairs,Kochi,9.926599794163414,76.25966084221163,69
Warda Mobile & EV Repairs,Hyderabad,17.434005837222298,78.50681235838628,198
Manan Mobile & EV Repairs,Hyderabad,17.408668257619937,78.46508360759191,175
Matthew Mobile & EV Repairs,Kochi,9.922415923074782,76.29805166274664,124
Harini Mobile & EV Repairs,Bengaluru,12.947804410202295,77.56733843517745,30
Samaksh Mobile & EV Repairs,Kochi,9.93309108680512,76.2793277002244,177
Ronith Mobile & EV Repairs,Hyderabad,17.38621562966464,78.51447953068222,155
Charan Mobile & EV Repairs,Kochi,9.952977421604027,76.25699391601637,73
Vasana Mobile & EV Repairs,Chennai,13.115792603328762,80.22595467808566,149
Warjas Mobile & EV Repairs,Bengaluru,12.922120679791835,77.63510205026269,49
Advik Mobile & EV Repairs,Bengaluru,12.969682305746305,77.5825678488955,200
Faris Mobile & EV Repairs,Chennai,13.110199426380625,80.25324397897468,132
Tripti Mobile & EV Repairs,Hyderabad,17.362038128298167,78.4704885057745,111
Geetika Mobile & EV Repairs,Chennai,13.12706257621688,80.23305409459498,20
Max Mobile & EV Repairs,Chennai,13.040011279195348,80.23894178501473,57
Xiti Mobile & EV Repairs,Bengaluru,12.985934308571512,77.61242224597821,116
Yug Mobile & EV Repairs,Kochi,9.933050306550065,76.28360800015743,23
Ekansh Mobile & EV Repairs,Chennai,13.11958325607269,80.22671949868285,200
